timestamp,TDS,turbidity,temperature,pH,status,cause,ph_dev,tds_temp_ratio,turbidity_x_ph,temp_sqr,tds_diff,temp_diff,ph_diff,tds_rollmean_3,ph_rollstd_3,anomaly_score,anomaly_raw,anomaly_status,maintenance_needed
2025-01-01 01:50:00,721.8,5.25,32.41,7.42,Safe,TDS Warning,0.42,22.27,38.96,1050.41,100.84,-6.89,0.3,727.61,0.52,0.01,1,Normal,1
2025-01-01 02:00:00,495.49,15.03,24.62,7.09,Warning,Turbidity Warning,0.09,20.13,106.56,606.14,-226.31,-7.79,-0.33,612.75,0.18,0.01,1,Normal,1
2025-01-01 02:10:00,555.14,12.13,34.15,7.0,Safe,Turbidity Warning,0.0,16.26,84.91,1166.22,59.65,9.53,-0.09,590.81,0.22,0.09,1,Normal,1
2025-01-01 02:20:00,359.49,12.09,36.2,7.06,Safe,Turbidity Warning,0.06,9.93,85.36,1310.44,-195.65,2.05,0.06,470.04,0.05,0.12,1,Normal,1
2025-01-01 02:30:00,485.7,8.16,42.09,6.99,Warning,Temp Warning,0.01,11.54,57.04,1771.57,126.21,5.89,-0.07,466.78,0.04,0.08,1,Normal,1
2025-01-01 02:40:00,427.19,5.44,32.53,7.38,Safe,,0.38,13.13,40.15,1058.2,-58.51,-9.56,0.39,424.13,0.21,0.14,1,Normal,1
2025-01-01 02:50:00,130.42,4.3,25.23,6.92,Safe,,0.08,5.17,29.76,636.55,-296.77,-7.3,-0.46,347.77,0.25,0.04,1,Normal,1
2025-01-01 03:00:00,325.81,7.61,29.47,7.01,Safe,,0.01,11.06,53.35,868.48,195.39,4.24,0.09,294.47,0.24,0.08,1,Normal,1
2025-01-01 03:10:00,541.35,41.5,53.72,7.68,Danger,"High Turbidity, High Temp",0.68,10.08,318.72,2885.84,215.54,24.25,0.67,332.53,0.42,-0.07,-1,Anomaly,1
2025-01-01 03:20:00,413.26,8.2,35.67,7.38,Safe,,0.38,11.59,60.52,1272.35,-128.09,-18.05,-0.3,426.81,0.34,0.11,1,Normal,1
2025-01-01 03:30:00,450.05,6.74,33.83,7.04,Safe,,0.04,13.3,47.45,1144.47,36.79,-1.84,-0.34,468.22,0.32,0.14,1,Normal,0
2025-01-01 03:40:00,528.06,4.2,40.32,7.48,Safe,Temp Warning,0.48,13.1,31.42,1625.7,78.01,6.49,0.44,463.79,0.23,0.06,1,Normal,1
2025-01-01 03:50:00,574.56,12.44,41.3,6.48,Safe,"Turbidity Warning, Temp Warning",0.52,13.91,80.61,1705.69,46.5,0.98,-1.0,517.56,0.5,-0.0,-1,Anomaly,1
2025-01-01 04:00:00,604.09,8.03,38.25,7.0,Safe,TDS Warning,0.0,15.79,56.21,1463.06,29.53,-3.05,0.52,568.9,0.5,0.09,1,Normal,1
2025-01-01 04:10:00,581.0,7.43,33.71,7.14,Safe,,0.14,17.24,53.05,1136.36,-23.09,-4.54,0.14,586.55,0.35,0.13,1,Normal,0
2025-01-01 04:20:00,496.17,16.42,34.94,6.84,Warning,Turbidity Warning,0.16,14.2,112.31,1220.8,-84.83,1.23,-0.3,560.42,0.15,0.07,1,Normal,0
2025-01-01 04:30:00,634.55,11.34,44.53,6.89,Warning,"TDS Warning, Turbidity Warning, Temp Warning",0.11,14.25,78.13,1982.92,138.38,9.59,0.05,570.57,0.16,0.08,1,Normal,1
2025-01-01 04:40:00,634.05,9.36,39.77,6.94,Safe,TDS Warning,0.06,15.94,64.96,1581.65,-0.5,-4.76,0.05,588.26,0.05,0.09,1,Normal,0
2025-01-01 04:50:00,550.06,20.84,52.41,6.67,Danger,High Temp,0.33,10.5,138.93,2746.49,-83.99,12.64,-0.27,606.22,0.15,0.01,1,Normal,1
2025-01-01 05:00:00,295.87,4.45,21.12,7.15,Safe,,0.15,14.01,31.82,446.05,-254.19,-31.29,0.48,493.33,0.24,0.04,1,Normal,1
2025-01-01 05:10:00,397.25,5.2,35.02,6.96,Safe,,0.04,11.34,36.19,1226.4,101.38,13.9,-0.19,414.39,0.24,0.13,1,Normal,1
2025-01-01 05:20:00,263.18,5.64,29.86,7.02,Safe,,0.02,8.81,39.59,891.62,-134.07,-5.16,0.06,318.77,0.1,0.09,1,Normal,1
2025-01-01 05:30:00,389.29,4.48,38.01,7.09,Safe,,0.09,10.24,31.76,1444.76,126.11,8.15,0.07,349.91,0.07,0.1,1,Normal,1
2025-01-01 05:40:00,820.07,9.43,35.82,6.74,Safe,TDS Warning,0.26,22.89,63.56,1283.07,430.78,-2.19,-0.35,490.85,0.19,0.02,1,Normal,1
2025-01-01 05:50:00,649.44,11.23,38.06,6.85,Safe,"TDS Warning, Turbidity Warning",0.15,17.06,76.93,1448.56,-170.63,2.24,0.11,619.6,0.18,0.08,1,Normal,1
2025-01-01 06:00:00,462.18,0.0,30.83,7.1,Safe,,0.1,14.99,0.0,950.49,-187.26,-7.23,0.25,643.9,0.18,0.06,1,Normal,1
2025-01-01 06:10:00,654.41,7.13,40.52,6.62,Safe,"TDS Warning, Temp Warning",0.38,16.15,47.2,1641.87,192.23,9.69,-0.48,588.68,0.24,0.04,1,Normal,1
2025-01-01 06:20:00,571.99,11.03,31.05,6.83,Safe,Turbidity Warning,0.17,18.42,75.33,964.1,-82.42,-9.47,0.21,562.86,0.24,0.11,1,Normal,1
2025-01-01 06:30:00,786.99,16.39,55.02,6.63,Danger,High Temp,0.37,14.3,108.72,3026.9,215.0,23.97,-0.2,671.13,0.12,-0.08,-1,Anomaly,1
2025-01-01 06:40:00,326.57,8.9,38.64,7.48,Safe,,0.48,8.45,66.57,1493.05,-460.42,-16.38,0.85,561.85,0.44,0.04,1,Normal,1
2025-01-01 06:50:00,305.05,5.61,27.75,7.56,Safe,,0.56,10.99,42.41,770.06,-21.52,-10.89,0.08,472.87,0.51,0.09,1,Normal,1
2025-01-01 07:00:00,525.37,14.9,41.98,6.77,Safe,"Turbidity Warning, Temp Warning",0.23,12.51,100.87,1762.32,220.32,14.23,-0.79,385.66,0.43,0.02,1,Normal,1
2025-01-01 07:10:00,402.91,5.13,28.97,7.21,Safe,,0.21,13.91,36.99,839.26,-122.46,-13.01,0.44,411.11,0.4,0.13,1,Normal,1
2025-01-01 07:20:00,433.53,7.92,31.4,7.34,Safe,,0.34,13.81,58.13,985.96,30.62,2.43,0.13,453.94,0.3,0.14,1,Normal,0
2025-01-01 07:30:00,429.08,3.01,38.34,6.98,Safe,,0.02,11.19,21.01,1469.96,-4.45,6.94,-0.36,421.84,0.18,0.1,1,Normal,1
2025-01-01 07:40:00,378.95,8.27,32.31,6.68,Safe,,0.32,11.73,55.24,1043.94,-50.13,-6.03,-0.3,413.85,0.33,0.14,1,Normal,1
2025-01-01 07:50:00,631.28,12.16,38.41,6.33,Safe,"TDS Warning, Turbidity Warning",0.67,16.44,76.97,1475.33,252.33,6.1,-0.35,479.77,0.33,0.03,1,Normal,1
2025-01-01 08:00:00,602.55,4.97,34.85,6.31,Safe,TDS Warning,0.69,17.29,31.36,1214.52,-28.73,-3.56,-0.02,537.59,0.21,0.03,1,Normal,0
2025-01-01 08:10:00,543.07,15.04,52.6,6.84,Danger,High Temp,0.16,10.33,102.82,2766.38,-59.48,17.75,0.53,592.3,0.3,0.03,1,Normal,1
2025-01-01 08:20:00,557.36,7.94,35.31,7.44,Safe,,0.44,15.78,59.07,1246.8,14.29,-17.29,0.6,567.66,0.57,0.08,1,Normal,1
2025-01-01 08:30:00,344.09,10.33,36.26,7.26,Safe,Turbidity Warning,0.26,9.49,75.0,1314.79,-213.27,0.95,-0.18,481.51,0.31,0.14,1,Normal,1
2025-01-01 08:40:00,325.92,17.53,44.63,6.56,Warning,"Turbidity Warning, Temp Warning",0.44,7.3,115.0,1991.84,-18.17,8.37,-0.7,409.12,0.46,-0.02,-1,Anomaly,1
2025-01-01 08:50:00,253.85,8.78,28.3,7.04,Safe,,0.04,8.97,61.81,800.89,-72.07,-16.33,0.48,307.95,0.36,0.09,1,Normal,1
2025-01-01 09:00:00,435.1,2.07,30.99,7.2,Safe,,0.2,14.04,14.9,960.38,181.25,2.69,0.16,338.29,0.33,0.09,1,Normal,1
2025-01-01 09:10:00,490.88,3.27,36.25,6.66,Safe,,0.34,13.54,21.78,1314.06,55.78,5.26,-0.54,393.28,0.28,0.1,1,Normal,1
2025-01-01 09:20:00,741.62,7.99,33.84,7.22,Safe,TDS Warning,0.22,21.92,57.69,1145.15,250.74,-2.41,0.56,555.87,0.32,0.06,1,Normal,1
2025-01-01 09:30:00,400.47,13.41,41.84,6.89,Safe,"Turbidity Warning, Temp Warning",0.11,9.57,92.39,1750.59,-341.15,8.0,-0.33,544.32,0.28,0.07,1,Normal,1
2025-01-01 09:40:00,588.91,10.25,40.8,7.14,Safe,"Turbidity Warning, Temp Warning",0.14,14.43,73.18,1664.64,188.44,-1.04,0.25,577.0,0.17,0.1,1,Normal,1
2025-01-01 09:50:00,641.79,18.57,53.5,6.53,Danger,High Temp,0.47,12.0,121.31,2862.01,52.88,12.7,-0.61,543.72,0.31,-0.02,-1,Anomaly,1
2025-01-01 10:00:00,439.49,20.14,29.8,7.11,Warning,Turbidity Warning,0.11,14.75,143.2,888.04,-202.3,-23.7,0.58,556.73,0.34,0.03,1,Normal,1
2025-01-01 10:10:00,493.1,4.73,26.93,7.35,Safe,,0.35,18.31,34.77,725.22,53.61,-2.87,0.24,524.79,0.42,0.1,1,Normal,0
2025-01-01 10:20:00,650.27,0.0,39.3,7.09,Safe,TDS Warning,0.09,16.55,0.0,1544.49,157.17,12.37,-0.26,527.62,0.14,0.01,1,Normal,1
2025-01-01 10:30:00,242.14,10.06,33.66,6.68,Safe,Turbidity Warning,0.32,7.19,67.2,1133.0,-408.13,-5.64,-0.41,461.84,0.34,0.09,1,Normal,1
2025-01-01 10:40:00,621.64,6.97,36.54,6.93,Safe,TDS Warning,0.07,17.01,48.3,1335.17,379.5,2.88,0.25,504.68,0.21,0.12,1,Normal,1
2025-01-01 10:50:00,309.83,9.08,32.02,6.78,Safe,,0.22,9.68,61.56,1025.28,-311.81,-4.52,-0.15,391.2,0.13,0.12,1,Normal,1
2025-01-01 11:00:00,577.46,11.24,35.62,6.26,Safe,Turbidity Warning,0.74,16.21,70.36,1268.78,267.63,3.6,-0.52,502.98,0.35,0.02,1,Normal,1
2025-01-01 11:10:00,319.59,12.62,35.2,6.96,Safe,Turbidity Warning,0.04,9.08,87.84,1239.04,-257.87,-0.42,0.7,402.29,0.36,0.1,1,Normal,1
2025-01-01 11:20:00,171.64,10.73,36.19,7.1,Safe,Turbidity Warning,0.1,4.74,76.18,1309.72,-147.95,0.99,0.14,356.23,0.45,0.06,1,Normal,1
2025-01-01 11:30:00,1128.77,19.03,43.2,7.25,Danger,High TDS,0.25,26.13,137.97,1866.24,957.13,7.01,0.15,540.0,0.15,-0.09,-1,Anomaly,1
2025-01-01 11:40:00,427.73,9.89,30.28,7.32,Safe,,0.32,14.13,72.39,916.88,-701.04,-12.92,0.07,576.05,0.11,0.08,1,Normal,1
2025-01-01 11:50:00,303.1,0.19,27.48,7.79,Safe,,0.79,11.03,1.48,755.15,-124.63,-2.8,0.47,619.87,0.29,-0.01,-1,Anomaly,1
2025-01-01 12:00:00,634.22,14.54,49.83,7.0,Warning,"TDS Warning, Turbidity Warning, Temp Warning",0.0,12.73,101.78,2483.03,331.12,22.35,-0.79,455.02,0.4,-0.0,-1,Anomaly,1
2025-01-01 12:10:00,533.21,10.46,42.03,6.97,Warning,"Turbidity Warning, Temp Warning",0.03,12.69,72.91,1766.52,-101.01,-7.8,-0.03,490.18,0.47,0.1,1,Normal,1
2025-01-01 12:20:00,477.71,15.9,41.11,7.14,Warning,"Turbidity Warning, Temp Warning",0.14,11.62,113.53,1690.03,-55.5,-0.92,0.17,548.38,0.09,0.05,1,Normal,0
2025-01-01 12:30:00,492.57,5.43,36.6,7.14,Safe,,0.14,13.46,38.77,1339.56,14.86,-4.51,0.0,501.16,0.1,0.14,1,Normal,0
2025-01-01 12:40:00,696.96,10.07,38.39,7.0,Safe,"TDS Warning, Turbidity Warning",0.0,18.15,70.49,1473.79,204.39,1.79,-0.14,555.75,0.08,0.07,1,Normal,1
2025-01-01 12:50:00,496.19,0.0,23.57,7.16,Safe,,0.16,21.05,0.0,555.54,-200.77,-14.82,0.16,561.91,0.09,0.02,1,Normal,1
2025-01-01 13:00:00,494.74,9.47,35.95,7.15,Safe,,0.15,13.76,67.71,1292.4,-1.45,12.38,-0.01,562.63,0.09,0.13,1,Normal,1
2025-01-01 13:10:00,841.64,19.78,54.21,6.49,Danger,High Temp,0.51,15.53,128.29,2938.48,346.9,18.26,-0.66,610.86,0.39,-0.07,-1,Anomaly,1
2025-01-01 13:20:00,646.82,10.43,36.96,7.05,Safe,"TDS Warning, Turbidity Warning",0.05,17.5,73.53,1366.04,-194.82,-17.25,0.56,661.07,0.36,0.06,1,Normal,1
2025-01-01 13:30:00,381.26,11.44,34.21,6.93,Safe,Turbidity Warning,0.07,11.14,79.28,1170.32,-265.56,-2.75,-0.12,623.24,0.3,0.12,1,Normal,1
2025-01-01 13:40:00,536.38,9.77,32.82,7.43,Safe,,0.43,16.34,72.59,1077.15,155.12,-1.39,0.5,521.49,0.26,0.11,1,Normal,1
2025-01-01 13:50:00,477.04,5.86,27.01,7.49,Safe,,0.49,17.66,43.89,729.54,-59.34,-5.81,0.06,464.89,0.31,0.1,1,Normal,1
2025-01-01 14:00:00,553.49,4.98,38.02,7.03,Safe,,0.03,14.56,35.01,1445.52,76.45,11.01,-0.46,522.3,0.25,0.11,1,Normal,1
2025-01-01 14:10:00,547.59,12.41,42.21,6.84,Warning,"Turbidity Warning, Temp Warning",0.16,12.97,84.88,1781.68,-5.9,4.19,-0.19,526.04,0.33,0.1,1,Normal,0
2025-01-01 14:20:00,369.93,0.0,29.7,7.32,Safe,,0.32,12.46,0.0,882.09,-177.66,-12.51,0.48,490.34,0.24,0.07,1,Normal,1
2025-01-01 14:30:00,579.33,10.26,38.43,6.69,Safe,Turbidity Warning,0.31,15.07,68.64,1476.86,209.4,8.73,-0.63,498.95,0.33,0.09,1,Normal,1
2025-01-01 14:40:00,626.94,20.35,51.22,7.04,Warning,High Temp,0.04,12.24,143.26,2623.49,47.61,12.79,0.35,525.4,0.32,-0.0,-1,Anomaly,1
2025-01-01 14:50:00,718.69,16.18,54.93,6.61,Danger,High Temp,0.39,13.08,106.95,3017.0,91.75,3.71,-0.43,641.65,0.23,-0.03,-1,Anomaly,0
2025-01-01 15:00:00,669.28,1.61,29.26,6.9,Safe,TDS Warning,0.1,22.87,11.11,856.15,-49.41,-25.67,0.29,671.64,0.22,-0.01,-1,Anomaly,1
2025-01-01 15:10:00,498.85,14.23,38.16,6.97,Safe,Turbidity Warning,0.03,13.07,99.18,1456.19,-170.43,8.9,0.07,628.94,0.19,0.05,1,Normal,1
2025-01-01 15:20:00,637.12,14.15,41.22,6.8,Safe,"TDS Warning, Turbidity Warning, Temp Warning",0.2,15.46,96.22,1699.09,138.27,3.06,-0.17,601.75,0.09,0.04,1,Normal,1
2025-01-01 15:30:00,393.46,7.46,32.34,7.12,Safe,,0.12,12.17,53.12,1045.88,-243.66,-8.88,0.32,509.81,0.16,0.14,1,Normal,1
2025-01-01 15:40:00,349.69,0.0,35.04,6.9,Safe,,0.1,9.98,0.0,1227.8,-43.77,2.7,-0.22,460.09,0.16,0.07,1,Normal,0
2025-01-01 15:50:00,232.03,4.14,25.19,7.51,Safe,,0.51,9.21,31.09,634.54,-117.66,-9.85,0.61,325.06,0.31,0.06,1,Normal,1
2025-01-01 16:00:00,331.87,5.09,22.08,7.29,Safe,,0.29,15.03,37.11,487.53,99.84,-3.11,-0.22,304.53,0.31,0.06,1,Normal,0
2025-01-01 16:10:00,284.61,7.76,37.85,6.96,Safe,,0.04,7.52,54.01,1432.62,-47.26,15.77,-0.33,282.84,0.28,0.07,1,Normal,1
2025-01-01 16:20:00,315.42,9.82,36.09,7.14,Safe,,0.14,8.74,70.11,1302.49,30.81,-1.76,0.18,310.63,0.17,0.13,1,Normal,0
2025-01-01 16:30:00,564.37,15.49,52.81,6.78,Danger,High Temp,0.22,10.69,105.01,2788.38,248.95,16.72,-0.36,388.13,0.18,0.01,1,Normal,1
2025-01-01 16:40:00,418.94,6.32,36.67,6.91,Safe,,0.09,11.42,43.67,1344.69,-145.43,-16.14,0.13,432.91,0.18,0.14,1,Normal,1
2025-01-01 16:50:00,574.56,11.97,40.34,7.1,Safe,"Turbidity Warning, Temp Warning",0.1,14.24,84.99,1627.32,155.62,3.67,0.19,519.29,0.16,0.1,1,Normal,1
2025-01-01 17:00:00,607.7,3.5,42.0,6.91,Safe,"TDS Warning, Temp Warning",0.09,14.47,24.18,1764.0,33.14,1.66,-0.19,533.73,0.11,0.07,1,Normal,0
2025-01-01 17:10:00,465.64,15.0,38.9,6.65,Warning,Turbidity Warning,0.35,11.97,99.75,1513.21,-142.06,-3.1,-0.26,549.3,0.23,0.06,1,Normal,1
2025-01-01 17:20:00,532.33,10.57,37.46,6.98,Safe,Turbidity Warning,0.02,14.21,73.78,1403.25,66.69,-1.44,0.33,535.22,0.17,0.13,1,Normal,0
2025-01-01 17:30:00,490.11,9.54,42.81,6.49,Warning,Temp Warning,0.51,11.45,61.91,1832.7,-42.22,5.35,-0.49,496.03,0.25,0.06,1,Normal,1
2025-01-01 17:40:00,354.27,14.34,29.06,7.05,Safe,Turbidity Warning,0.05,12.19,101.1,844.48,-135.84,-13.75,0.56,458.9,0.31,0.07,1,Normal,1
2025-01-01 17:50:00,397.61,10.35,28.45,7.26,Safe,Turbidity Warning,0.26,13.98,75.14,809.4,43.34,-0.61,0.21,414.0,0.4,0.12,1,Normal,0
2025-01-01 18:00:00,637.76,12.6,46.4,6.79,Warning,"TDS Warning, Turbidity Warning, Temp Warning",0.21,13.74,85.55,2152.96,240.15,17.95,-0.47,463.21,0.24,0.06,1,Normal,1
2025-01-01 18:10:00,580.93,14.88,53.03,6.78,Danger,High Temp,0.22,10.95,100.89,2812.22,-56.83,6.63,-0.01,538.77,0.27,0.04,1,Normal,1
2025-01-01 18:20:00,452.08,13.41,35.43,6.64,Safe,Turbidity Warning,0.36,12.76,89.04,1255.28,-128.85,-17.6,-0.14,556.92,0.08,0.08,1,Normal,1
2025-01-01 18:30:00,330.14,0.0,27.02,7.2,Safe,,0.2,12.22,0.0,730.08,-121.94,-8.41,0.56,454.38,0.29,0.08,1,Normal,1
2025-01-01 18:40:00,730.84,6.88,36.4,6.99,Safe,TDS Warning,0.01,20.08,48.09,1324.96,400.7,9.38,-0.21,504.35,0.28,0.03,1,Normal,1
2025-01-01 18:50:00,452.24,4.85,32.4,7.44,Safe,,0.44,13.96,36.08,1049.76,-278.6,-4.0,0.45,504.41,0.23,0.12,1,Normal,1
2025-01-01 19:00:00,394.08,6.99,29.82,7.25,Safe,,0.25,13.22,50.68,889.23,-58.16,-2.58,-0.19,525.72,0.23,0.14,1,Normal,0
2025-01-01 19:10:00,408.75,10.94,39.12,6.46,Safe,Turbidity Warning,0.54,10.45,70.67,1530.37,14.67,9.3,-0.79,418.36,0.52,0.05,1,Normal,1
2025-01-01 19:20:00,658.78,19.12,40.62,6.93,Warning,"TDS Warning, Turbidity Warning, Temp Warning",0.07,16.22,132.5,1649.98,250.03,1.5,0.47,487.2,0.4,0.02,1,Normal,1
2025-01-01 19:30:00,693.69,16.02,46.9,6.55,Warning,"TDS Warning, Turbidity Warning, Temp Warning",0.45,14.79,104.93,2199.61,34.91,6.28,-0.38,587.07,0.25,-0.02,-1,Anomaly,1
2025-01-01 19:40:00,533.09,12.38,30.64,6.81,Safe,Turbidity Warning,0.19,17.4,84.31,938.81,-160.6,-16.26,0.26,628.52,0.19,0.08,1,Normal,1
2025-01-01 19:50:00,417.56,15.39,33.44,4.7,Danger,Abnormal pH,2.3,12.49,72.33,1118.23,-115.53,2.8,-2.11,548.11,1.15,-0.08,-1,Anomaly,1
2025-01-01 20:00:00,415.4,0.8,28.06,7.11,Safe,,0.11,14.8,5.69,787.36,-2.16,-5.38,2.41,455.35,1.31,-0.02,-1,Anomaly,1
2025-01-01 20:10:00,443.61,15.25,39.51,6.99,Warning,Turbidity Warning,0.01,11.23,106.6,1561.04,28.21,11.45,-0.12,425.52,1.36,0.01,1,Normal,1
2025-01-01 20:20:00,593.7,12.34,39.44,6.89,Safe,Turbidity Warning,0.11,15.05,85.02,1555.51,150.09,-0.07,-0.1,484.24,0.11,0.1,1,Normal,1
2025-01-01 20:30:00,340.88,18.3,32.69,7.03,Warning,Turbidity Warning,0.03,10.43,128.65,1068.64,-252.82,-6.75,0.14,459.4,0.07,0.06,1,Normal,1
2025-01-01 20:40:00,634.14,6.84,34.54,7.02,Safe,TDS Warning,0.02,18.36,48.02,1193.01,293.26,1.85,-0.01,522.91,0.08,0.09,1,Normal,1
2025-01-01 20:50:00,408.93,12.62,31.72,7.58,Safe,Turbidity Warning,0.58,12.89,95.66,1006.16,-225.21,-2.82,0.56,461.32,0.32,0.06,1,Normal,1
2025-01-01 21:00:00,655.86,11.59,43.47,7.4,Warning,"TDS Warning, Turbidity Warning, Temp Warning",0.4,15.09,85.77,1889.64,246.93,11.75,-0.18,566.31,0.29,0.05,1,Normal,1
2025-01-01 21:10:00,544.07,7.34,37.67,6.75,Safe,,0.25,14.44,49.54,1419.03,-111.79,-5.8,-0.65,536.29,0.44,0.12,1,Normal,1
2025-01-01 21:20:00,772.03,16.03,41.18,7.4,Warning,"TDS Warning, Turbidity Warning, Temp Warning",0.4,18.75,118.62,1695.79,227.96,3.51,0.65,657.32,0.38,-0.07,-1,Anomaly,1
2025-01-01 21:30:00,711.99,19.35,54.38,6.36,Danger,High Temp,0.64,13.09,123.01,2956.72,-60.04,13.2,-1.04,676.03,0.53,-0.09,-1,Anomaly,1
2025-01-01 21:40:00,465.79,8.56,42.13,6.66,Warning,Temp Warning,0.34,11.06,57.01,1774.94,-246.2,-12.25,0.3,649.94,0.54,0.06,1,Normal,1
2025-01-01 21:50:00,584.69,15.81,34.48,7.27,Warning,Turbidity Warning,0.27,16.96,114.94,1188.87,118.9,-7.65,0.61,587.49,0.46,0.03,1,Normal,1
2025-01-01 22:00:00,567.72,4.91,32.01,7.08,Safe,,0.08,17.74,34.76,1024.64,-16.97,-2.47,-0.19,539.4,0.31,0.13,1,Normal,0
2025-01-01 22:10:00,361.0,6.51,30.3,7.13,Safe,,0.13,11.91,46.42,918.09,-206.72,-1.71,0.05,504.47,0.1,0.14,1,Normal,1
2025-01-01 22:20:00,418.77,13.22,39.93,6.83,Safe,Turbidity Warning,0.17,10.49,90.29,1594.4,57.77,9.63,-0.3,449.16,0.16,0.09,1,Normal,1
2025-01-01 22:30:00,209.12,9.61,23.27,7.22,Safe,,0.22,8.99,69.38,541.49,-209.65,-16.66,0.39,329.63,0.2,0.06,1,Normal,1
2025-01-01 22:40:00,133.24,0.78,27.08,7.86,Safe,,0.86,4.92,6.13,733.33,-75.88,3.81,0.64,253.71,0.52,-0.07,-1,Anomaly,1
2025-01-01 22:50:00,526.84,16.05,40.66,6.54,Warning,"Turbidity Warning, Temp Warning",0.46,12.96,104.97,1653.24,393.6,13.58,-1.32,289.73,0.66,-0.06,-1,Anomaly,1
2025-01-01 23:00:00,619.11,16.8,43.77,6.76,Warning,"TDS Warning, Turbidity Warning, Temp Warning",0.24,14.14,113.57,1915.81,92.27,3.11,0.22,426.4,0.71,0.01,1,Normal,0
2025-01-01 23:10:00,670.7,17.08,54.36,6.65,Danger,High Temp,0.35,12.34,113.53,2954.59,51.59,10.59,-0.11,605.55,0.11,-0.01,-1,Anomaly,1
2025-01-01 23:20:00,448.67,8.64,36.73,6.76,Safe,,0.24,12.22,58.41,1349.09,-222.03,-17.63,0.11,579.49,0.06,0.12,1,Normal,1
2025-01-01 23:30:00,381.02,0.29,26.6,7.31,Safe,,0.31,14.32,2.12,707.56,-67.65,-10.13,0.55,500.13,0.35,0.08,1,Normal,1
2025-01-01 23:40:00,673.8,14.8,39.31,6.86,Safe,"TDS Warning, Turbidity Warning",0.14,17.14,101.53,1545.28,292.78,12.71,-0.45,501.16,0.29,0.03,1,Normal,1
2025-01-01 23:50:00,297.61,16.2,28.67,7.04,Warning,Turbidity Warning,0.04,10.38,114.05,821.97,-376.19,-10.64,0.18,450.81,0.23,0.04,1,Normal,1
2025-01-02 00:00:00,370.45,11.47,37.73,6.91,Safe,Turbidity Warning,0.09,9.82,79.26,1423.55,72.84,9.06,-0.13,447.29,0.09,0.11,1,Normal,1
2025-01-02 00:10:00,591.19,8.09,35.26,6.49,Safe,,0.51,16.77,52.5,1243.27,220.74,-2.47,-0.42,419.75,0.29,0.06,1,Normal,1
2025-01-02 00:20:00,582.18,11.38,41.24,7.16,Safe,"Turbidity Warning, Temp Warning",0.16,14.12,81.48,1700.74,-9.01,5.98,0.67,514.61,0.34,0.08,1,Normal,1
2025-01-02 00:30:00,390.94,2.22,33.24,6.84,Safe,,0.16,11.76,15.18,1104.9,-191.24,-8.0,-0.32,521.44,0.34,0.11,1,Normal,1
2025-01-02 00:40:00,360.37,9.93,33.95,7.12,Safe,,0.12,10.61,70.7,1152.6,-30.57,0.71,0.28,444.5,0.17,0.15,1,Normal,0
2025-01-02 00:50:00,611.13,22.69,52.98,6.49,Danger,High Temp,0.51,11.54,147.17,2806.89,250.76,19.03,-0.63,454.15,0.32,-0.04,-1,Anomaly,1
